residual sugar,chlorides,sulphates,total acidity,citric acid percentage,free sulfur dioxide percentage,percentage of alcohol density,quality
1.8,0.075,0.88,7.760000000000001,0.0438144329896907,0.4736842105263157,0.1369173462196718,
2.3,0.071,0.62,10.44,0.043103448275862,0.4,0.0940846762085877,
2.1,0.074,0.56,7.31,0.0013679890560875,0.36,0.0954006828680457,
2.4,0.043,0.65,7.35,0.0149659863945578,0.5,0.1147412283350444,
2.1,0.083,0.56,8.0,0.0325,0.1868131868131868,0.0983777706392547,
2.7,0.098,0.61,12.28,0.0399022801302931,0.2857142857142857,0.1029588164734106,
2.8,0.083,0.6,9.24,0.053030303030303,0.1621621621621621,0.095171308355039,
2.1,0.077,0.51,8.674999999999999,0.0253602305475504,0.1846153846153846,0.0923046051971506,
1.9,0.08,0.81,7.43,0.0026917900403768,0.5357142857142857,0.1065412294455835,
2.6,0.073,0.7,7.88,0.0609137055837563,0.2619047619047619,0.0962695547533092,
2.0,0.12,0.58,8.58,0.0186480186480186,0.4285714285714285,0.112614877229674,
2.6,0.077,0.54,7.835,0.0089342693044033,0.1860465116279069,0.0972450575450134,
7.3,0.07,0.49,8.0,0.0325,0.2975206611570248,0.0941695051091965,
1.9,0.074,0.66,12.28,0.0399022801302931,0.4761904761904761,0.0992381716118684,
2.6,0.119,0.72,11.1,0.0405405405405405,0.5,0.10931921209933,
1.8,0.078,0.7,8.08,0.0198019801980198,0.3076923076923077,0.0992282249173098,
1.8,0.065,0.92,8.59,0.0186263096623981,0.1875,0.1054005219835374,
2.2,0.063,0.69,7.04,0.0127840909090909,0.5,0.1136317927677889,
2.1,0.066,0.67,7.65,0.0026143790849673,0.32,0.0952667468912956,
1.8,0.178,0.87,8.3,0.0144578313253012,0.2857142857142857,0.0983935742971887,
3.3,0.09,0.49,8.879999999999999,0.0112612612612612,0.3076923076923077,0.0951379500275399,
2.1,0.048,0.6,6.87,0.0407569141193595,0.2653061224489796,0.1288063276108439,
1.6,0.114,1.56,8.41,0.0344827586206896,0.3103448275862069,0.0912372167635853,
1.6,0.05,0.62,6.04,0.0397350993377483,0.3333333333333333,0.1157640426816992,
2.1,0.078,0.62,7.45,0.0026845637583892,0.5333333333333333,0.1045247140646043,
2.4,0.071,0.73,6.87,0.0582241630276564,0.4210526315789473,0.1063936565291578,
2.2,0.079,0.64,9.2,0.0434782608695652,0.3653846153846153,0.0921843687374749,
1.7,0.263,1.09,9.535,0.0388044048243314,0.0806451612903225,0.0932704844047738,
2.2,0.089,0.44,12.8,0.0382812499999999,0.3571428571428571,0.0959808038392321,
3.3,0.068,0.44,9.15,0.0098360655737704,0.4705882352941176,0.1002657041159071,
2.1,0.0559999999999999,0.56,6.69,0.0014947683109118,0.3846153846153846,0.1146051150072382,
1.8,0.075,0.44,9.755,0.0051255766273705,0.2631578947368421,0.0963700610343719,
2.1,0.078,0.48,9.085,0.0198128783709411,0.1666666666666666,0.0983244707534865,
2.8,0.075,0.57,9.58,0.0260960334029227,0.0865384615384615,0.0972148448070235,
2.3,0.054,0.63,7.640000000000001,0.0039267015706806,0.4375,0.1155685974996985,
2.0,0.076,0.54,7.895,0.0164661177960734,0.6,0.1014606312659474,
1.9,0.074,0.58,8.09,0.0407911001236094,0.3176470588235294,0.0902653802178404,
2.1,0.171,0.76,11.27,0.0381543921916592,0.4090909090909091,0.1081947505509918,
2.5,0.072,0.56,12.48,0.0528846153846153,0.1621621621621621,0.100080064051241,
2.2,0.087,0.6,10.28,0.0233463035019455,0.1785714285714285,0.1021225470564677,
1.6,0.106,0.91,8.33,0.0252100840336134,0.2702702702702703,0.0953241019466185,
1.7,0.061,0.74,8.78,0.0398633257403189,0.4,0.1185643663839877,
2.2,0.074,0.57,12.18,0.0541871921182266,0.2127659574468085,0.0899280575539568,
2.5,0.093,0.54,9.15,0.0153005464480874,0.2407407407407407,0.1012795315069592,
2.1,0.062,0.65,7.779999999999999,0.0411311053984575,0.5740740740740741,0.1002727418578533,
2.4,0.214,0.63,10.73,0.0410065237651444,0.4166666666666667,0.0950570342205323,
3.2,0.073,0.57,8.57,0.0268378063010501,0.1428571428571428,0.0933032355154251,
1.8,0.1169999999999999,0.62,8.77,0.0627137970353477,0.226950354609929,0.0943017656500802,
3.45,0.088,0.52,9.775,0.0132992327365728,0.2857142857142857,0.1150690414248549,
2.4,0.089,0.54,7.375,0.0094915254237288,0.2073170731707317,0.1014259891544486,
6.55,0.074,0.85,10.84,0.0673431734317343,0.5,0.1201201201201201,
1.8,0.068,0.69,9.02,0.0432372505543237,0.5,0.1175690341251657,
1.5,0.042,0.61,8.43,0.0521945432977461,0.5,0.1074923148017922,
2.5,0.073,0.78,8.459999999999999,0.0401891252955082,0.3404255319148936,0.1134606502399742,
2.5,0.081,0.58,10.25,0.0370731707317073,0.5151515151515151,0.0982692577662796,
2.8,0.08,0.92,9.7,0.0577319587628865,0.3529411764705882,0.1174227217984745,
3.2,0.075,0.52,6.66,0.0285285285285285,0.3846153846153846,0.1275612695861792,
3.3,0.046,0.62,6.79,0.04860088365243,0.2264150943396226,0.1228674441557395,
1.5,0.068,0.64,11.28,0.0425531914893617,0.4666666666666667,0.101273438283365,
3.4,0.102,0.71,10.49,0.0066730219256434,0.4507042253521127,0.0979853022046692,
2.0,0.08,0.76,10.92,0.0412087912087912,0.4615384615384615,0.1142582235853028,
1.9,0.09,0.82,9.145,0.0120284308365226,0.2539682539682539,0.0963371801304566,
2.3,0.068,0.87,10.83,0.0461680517082179,0.6842105263157895,0.1144578313253012,
2.5,0.079,0.56,8.5,0.0070588235294117,0.5,0.0983244707534865,
1.6,0.052,0.63,7.4,0.0,0.5294117647058824,0.1095840831632601,
4.5,0.07,0.57,12.96,0.0378086419753086,0.5306122448979592,0.0961827472197174,
2.1,0.079,0.84,7.54,0.0,0.7090909090909091,0.1145038167938931,
2.4,0.077,0.6,8.14,0.0,0.6206896551724138,0.1003512293025589,
2.0,0.083,0.58,8.13,0.033210332103321,0.1868131868131868,0.0983777706392547,
2.0,0.1009999999999999,0.57,9.325,0.0171581769436997,0.2653061224489796,0.1104195944589439,
1.7,0.467,1.31,8.209999999999999,0.0828258221680877,0.2608695652173913,0.0932517798054748,
3.0,0.064,0.59,7.01,0.021398002853067,0.4444444444444444,0.1289152986202034,
2.0,0.0409999999999999,0.71,8.65,0.0450867052023121,0.4,0.125772241563198,
2.5,0.0969999999999999,0.6,9.239999999999998,0.0281385281385281,0.2258064516129032,0.0932237369687249,
2.4,0.064,0.87,13.06,0.0375191424196018,0.1851851851851851,0.109010901090109,
1.4,0.045,0.82,6.449999999999999,0.0077519379844961,0.1363636363636363,0.1299879081015719,
2.5,0.078,0.74,8.55,0.0011695906432748,0.4473684210526316,0.1174345076784101,
1.6,0.039,0.47,8.36,0.0047846889952153,0.4444444444444444,0.094358562537643,
2.0,0.099,0.58,11.6,0.043103448275862,0.38,0.1042261707906156,
2.6,0.076,0.6,7.619999999999999,0.0039370078740157,0.2282608695652173,0.098250538874129,
2.1,0.085,0.52,7.439999999999999,0.0134408602150537,0.1782178217821782,0.1024507834471675,
1.7,0.077,0.6,7.16,0.0335195530726257,0.5294117647058824,0.1065540812223562,
1.75,0.0579999999999999,0.49,7.48,0.0267379679144385,0.3636363636363636,0.1177986750166126,
2.0,0.0819999999999999,0.44,8.96,0.0044642857142857,0.4545454545454545,0.0962309542902967,
2.4,0.078,0.77,8.610000000000001,0.0452961672473867,0.3953488372093023,0.1256988858050762,
4.8,0.085,0.7,7.58,0.0369393139841688,0.1739130434782608,0.1104051870364236,
2.7,0.123,0.63,7.439999999999999,0.0,0.4545454545454545,0.1135244831119773,
8.1,0.098,0.58,8.27,0.0241837968561064,0.3260869565217391,0.0920994674248188,
2.5,0.068,0.56,7.805,0.0,0.35,0.0962985254288293,
1.7,0.1,0.62,8.43,0.0569395017793594,0.1458333333333333,0.0953719506073687,
1.8,0.222,0.6,8.790000000000001,0.0409556313993174,0.375,0.095190380761523,
2.4,0.0819999999999999,0.62,8.860000000000001,0.0248306997742663,0.1162790697674418,0.0951617750175298,
1.8,0.069,0.78,6.6,0.0727272727272727,0.2950819672131147,0.1034240385580881,
1.8,0.081,0.66,7.04,0.0298295454545454,0.4516129032258064,0.0983057308228591,
1.9,0.081,0.48,10.53,0.043684710351377,0.6666666666666666,0.1043883245673907,
2.2,0.093,0.59,9.07,0.0209481808158765,0.1466666666666666,0.0922435229004572,
1.7,0.067,0.6,8.25,0.0521212121212121,0.44,0.1196460888799517,
3.1,0.153,1.03,8.08,0.0693069306930693,0.3571428571428571,0.1166110418593429,
1.8,0.095,0.54,8.1,0.0037037037037037,0.2525252525252525,0.1015075376884422,
2.4,0.078,0.77,8.610000000000001,0.0452961672473867,0.3953488372093023,0.1256988858050762,
2.7,0.088,0.9,10.05,0.0487562189054726,0.4545454545454545,0.1001803245842516,
2.0,0.08,0.8,8.56,0.0490654205607476,0.4074074074074074,0.0942450370964507,
2.3,0.061,0.9,9.64,0.0342323651452282,0.7123287671232876,0.1022187481209788,
4.65,0.086,0.39,7.925,0.0063091482649842,0.3636363636363636,0.1094157799638626,
2.6,0.07,0.65,11.05,0.0479638009049773,0.3125,0.1103088648215002,
3.0,0.077,0.91,7.44,0.0053763440860215,0.2592592592592592,0.0941223590667868,
2.1,0.077,0.53,7.63,0.0615989515072083,0.4545454545454545,0.1034344245832496,
1.9,0.076,0.56,8.1,0.0,0.3235294117647059,0.0942072559631188,
5.1,0.062,0.94,8.44,0.0402843601895734,0.3636363636363636,0.109284138760778,
4.3,0.057,0.56,7.17,0.0,0.55,0.1186072692183982,
1.8,0.0579999999999999,0.55,9.44,0.0444915254237288,0.5,0.1146973599484868,
1.6,0.0559999999999999,0.87,8.14,0.0491400491400491,0.44,0.0872880505668706,
2.2,0.077,0.78,10.32,0.0571705426356589,0.2,0.0960576345807484,
2.2,0.098,0.49,9.4,0.0308510638297872,0.3333333333333333,0.0911093311974369,
2.2,0.062,0.76,6.45,0.0155038759689922,0.7647058823529411,0.112549240292628,
4.5,0.068,1.17,7.6,0.0394736842105263,0.1818181818181818,0.1020877955041335,
2.5,0.078,0.59,7.729999999999999,0.0310478654592496,0.4029850746268656,0.1113921001926782,
2.3,0.091,0.49,12.69,0.0496453900709219,0.3333333333333333,0.0949620151939224,
2.2,0.152,1.06,10.96,0.0547445255474452,0.3888888888888889,0.0941317844982976,
1.5,0.095,0.76,12.01,0.04496253122398,0.5365853658536586,0.099263047074748,
2.6,0.081,0.73,12.88,0.046583850931677,0.4305555555555556,0.1050420168067226,
2.8,0.083,0.56,8.725,0.0275071633237822,0.1612903225806451,0.1003159953854642,
2.0,0.08,0.47,7.68,0.02734375,0.2,0.0953719506073687,
2.2,0.068,0.72,7.87,0.0,0.4166666666666667,0.1114905584572117,
1.6,0.038,0.81,9.67,0.045501551189245,0.5,0.108514358057191,
2.0,0.0819999999999999,0.48,7.439999999999999,0.0376344086021505,0.4558823529411764,0.0942885228800128,
5.0,0.0819999999999999,0.52,10.17,0.0481809242871189,0.5294117647058824,0.1256483454625869,
2.1,0.084,0.53,8.975000000000001,0.0289693593314763,0.2558139534883721,0.0922213311948676,
2.5,0.077,0.47,9.645,0.0186625194401244,0.3125,0.0972538325028323,
3.0,0.086,0.74,9.39,0.0330138445154419,0.2839506172839506,0.1159768046390721,
2.4,0.064,0.62,7.16,0.0195530726256983,0.4482758620689655,0.1177097900339044,
2.1,0.061,0.43,7.99,0.0075093867334167,0.3870967741935484,0.1145958986731001,
1.6,0.08,0.64,7.92,0.0391414141414141,0.3571428571428571,0.0901984365604329,
2.3,0.055,0.8,9.07,0.0297684674751929,0.5,0.1125447164275091,
4.2,0.095,0.74,16.245,0.0301631271160357,0.4347826086956521,0.1106514479389921,
2.5,0.08,0.85,8.58,0.0372960372960372,0.3380281690140845,0.1104151610053802,
1.6,0.063,0.63,7.23,0.0553250345781466,0.3134328358208955,0.1115353697749196,
1.8,0.08,0.59,8.01,0.0299625468164794,0.3636363636363636,0.0953623770327243,
5.9,0.073,0.62,9.13,0.044906900328587,0.5384615384615384,0.1214152401212145,
2.1,0.06,0.61,6.985,0.0,0.4615384615384615,0.100337132766094,
2.6,0.0819999999999999,0.62,8.5,0.0458823529411764,0.2608695652173913,0.1071607411116675,
1.8,0.066,0.62,7.81,0.0307298335467349,0.3829787234042553,0.1044596223382884,
2.6,0.25,0.79,10.3,0.0475728155339805,0.25,0.1071071071071071,
2.9,0.089,0.55,8.950000000000001,0.0111731843575418,0.425,0.095187519413244,
2.2,0.077,0.45,8.34,0.0251798561151079,0.2406015037593984,0.0994375251104861,
2.5,0.066,0.58,6.26,0.0,0.4666666666666667,0.1299669541387926,
2.8,0.11,0.63,8.11,0.0184956843403205,0.4520547945205479,0.1024610748367654,
1.6,0.063,0.78,11.12,0.039568345323741,0.4324324324324324,0.100150225338007,
2.8,0.089,0.92,10.16,0.030511811023622,0.3260869565217391,0.1002104419280489,
2.2,0.073,0.69,12.15,0.0518518518518518,0.3043478260869565,0.1090283473703162,
2.1,0.074,0.85,7.56,0.0608465608465608,0.5454545454545454,0.1105149998995318,
1.9,0.068,0.82,7.42,0.0107816711590296,0.7368421052631579,0.0953327111619552,
2.6,0.087,0.54,10.12,0.0237154150197628,0.1290322580645161,0.0980196039207841,
2.2,0.072,0.55,8.825,0.0249291784702549,0.2682926829268293,0.0913012942710946,
2.4,0.08,0.69,8.035,0.0124455507156191,0.4848484848484848,0.1082858747092323,
2.3,0.06,0.72,9.1,0.0417582417582417,0.2638888888888889,0.1185417357322966,
6.7,0.0969999999999999,0.82,10.3,0.0514563106796116,0.3157894736842105,0.117164029641498,
2.4,0.083,0.65,9.8,0.0122448979591836,0.2857142857142857,0.1041708401778917,
2.1,0.083,0.52,7.61,0.0394218134034165,0.4861111111111111,0.0942828485456369,
2.2,0.079,0.86,9.51,0.0378548895899053,0.3548387096774194,0.1204637855744616,
2.5,0.081,0.6,7.71,0.0025940337224383,0.1954022988505747,0.0972479823550052,
3.8,0.107,0.46,8.67,0.0299884659746251,0.4626865671641791,0.0923064574386964,
1.7,0.076,0.62,8.379999999999999,0.0,0.7333333333333333,0.1074167770951291,
2.4,0.085,0.63,7.300000000000001,0.0191780821917808,0.525,0.0973113964686998,
2.4,0.067,0.59,9.41,0.0148777895855472,0.238095238095238,0.0952954157889457,
2.3,0.095,0.58,9.49,0.0410958904109589,0.2272727272727272,0.1031444021630282,
2.0,0.099,0.7,8.899999999999999,0.0258426966292134,0.1728395061728395,0.094254487115211,
2.1,0.08,0.7,7.34,0.0313351498637602,0.0924369747899159,0.109505917338102,
2.2,0.23,0.93,6.760000000000001,0.0784023668639053,0.5428571428571428,0.1248238373263539,
3.6,0.078,0.86,8.25,0.0557575757575757,0.4054054054054054,0.1283465356462448,
7.2,0.07,0.49,7.89,0.0329531051964512,0.2892561983471074,0.0941789399859733,
2.0,0.076,0.54,7.895,0.0164661177960734,0.6,0.1014606312659474,
2.5,0.091,0.6,7.689999999999999,0.0091027308192457,0.7142857142857143,0.1134857188767926,
1.9,0.085,0.55,9.73,0.0452209660842754,0.4090909090909091,0.09527821238015,
2.2,0.075,0.62,9.74,0.0379876796714579,0.3846153846153846,0.0921843687374749,
2.4,0.088,0.6,13.64,0.0461876832844574,0.3714285714285714,0.1040312093628088,
1.9,0.086,0.46,8.245,0.0036385688295936,0.2456140350877192,0.1033202929080148,
1.9,0.1,0.59,8.34,0.0,0.5,0.1105294359984324,
1.4,0.063,0.56,6.3,0.0,0.6111111111111112,0.1229950297910092,
1.8,0.4029999999999999,1.15,9.235,0.073632918245804,0.3392857142857143,0.0933435040950698,
1.8,0.1,0.58,8.040000000000001,0.0087064676616915,0.3478260869565217,0.0963758658769199,
1.5,0.069,0.54,8.27,0.0253929866989117,0.4444444444444444,0.0985340545758008,
1.8,0.067,0.68,6.970000000000001,0.0028694404591104,0.3636363636363636,0.0952858575727181,
2.5,0.0969999999999999,0.77,7.38,0.0663956639566395,0.388235294117647,0.1144348524392692,
4.65,0.086,0.39,7.925,0.0063091482649842,0.3636363636363636,0.1094157799638626,
1.7,0.074,0.52,8.93,0.0235162374020156,0.3846153846153846,0.0953049759229534,
2.0,0.1009999999999999,0.57,7.930000000000001,0.0327868852459016,0.2222222222222222,0.0944059455659335,
1.7,0.075,0.43,8.790000000000001,0.0113765642775881,0.24,0.0974081401070485,
2.2,0.075,0.84,15.21,0.0289283366206443,0.4166666666666667,0.0919954002299884,
2.3,0.084,0.53,8.99,0.0122358175750834,0.1343283582089552,0.0943017656500802,
3.9,0.086,0.54,7.76,0.0,0.3777777777777777,0.0952285485164394,
1.9,0.074,0.95,8.705,0.0057438253877082,0.4210526315789473,0.1054005219835374,
3.0,0.077,0.91,7.44,0.0053763440860215,0.2592592592592592,0.0941223590667868,
1.7,0.069,0.53,9.5,0.0,0.4210526315789473,0.1002998966911064,
3.0,0.077,0.55,9.66,0.0175983436853002,0.3846153846153846,0.1042502004811547,
4.1,0.08,0.47,8.08,0.0037128712871287,0.5869565217391305,0.0923768977427905,
2.1,0.075,0.64,8.03,0.0361145703611457,0.2878787878787879,0.0952686576144728,
2.6,0.081,0.53,9.08,0.0110132158590308,0.5172413793103449,0.1001702894921366,
3.0,0.093,0.63,12.39,0.0532687651331719,0.4,0.1080432172869147,
2.3,0.071,0.56,7.42,0.0256064690026954,0.5,0.1095741686436929,
2.1,0.064,0.93,6.51,0.0,0.7407407407407407,0.107537688442211,
2.1,0.0409999999999999,0.73,6.515,0.0,0.2179487179487179,0.1147504680611197,
3.0,0.076,0.53,9.07,0.0330760749724366,0.2222222222222222,0.0942261427425821,
2.4,0.086,0.6,8.4,0.0166666666666666,0.2,0.1082706766917293,
2.0,0.078,0.48,8.52,0.0293427230046948,0.3220338983050847,0.1023973015299361,
2.8,0.081,0.66,6.805,0.014695077149155,0.4642857142857143,0.1023777739860083,
2.3,0.088,0.8,11.67,0.0351328191945158,0.375,0.093111734080897,
2.4,0.062,0.6,7.455,0.0026827632461435,0.6521739130434783,0.1104118361488351,
2.4,0.107,0.66,11.01,0.0581289736603088,0.4,0.118319462548882,
3.4,0.09,0.62,9.91,0.0262361251261352,0.2873563218390804,0.0970242560640159,
3.0,0.081,0.56,8.98,0.0400890868596881,0.2521008403361344,0.0942828485456369,
1.8,0.075,0.76,9.02,0.0498891352549889,0.4761904761904761,0.119535519125683,
2.4,0.075,0.63,10.489999999999998,0.0619637750238322,0.3529411764705882,0.118515542610355,
2.4,0.061,0.8,7.0200000000000005,0.0626780626780626,0.7058823529411765,0.1166016645892806,
2.1,0.078,0.87,9.32,0.0257510729613733,0.0357142857142857,0.1031031031031031,
1.4,0.074,0.81,7.720000000000001,0.0090673575129533,0.25,0.0962599017346836,
2.2,0.069,0.51,7.99,0.0400500625782227,0.3365384615384615,0.09535089127991,
3.6,0.061,0.49,7.4,0.0432432432432432,0.3103448275862069,0.1136637965719803,
2.1,0.054,0.56,5.119999999999999,0.029296875,0.123076923076923,0.1318703442721965,
1.8,0.066,0.72,8.87,0.0360766629086809,0.5098039215686274,0.1186454311454311,
2.0,0.1,0.74,7.56,0.0092592592592592,0.3508771929824561,0.1174722383983614,
4.0,0.087,0.67,8.445,0.0071047957371225,0.4426229508196721,0.107375815353738,
13.8,0.205,0.75,10.4,0.048076923076923,0.5853658536585366,0.0877875541190319,
2.1,0.07,0.6,7.479999999999999,0.0280748663101604,0.391304347826087,0.1034697526771542,
2.0,0.093,0.47,7.78,0.0102827763496143,0.5263157894736842,0.1004419445560466,
2.6,0.091,0.51,9.66,0.0238095238095238,0.2337662337662337,0.0940733772342427,
2.4,0.075,0.67,6.58,0.0303951367781155,0.3,0.1256698201413534,
1.7,0.067,0.6,8.69,0.0460299194476409,0.4,0.1054185114906177,
5.5,0.089,0.68,7.68,0.0091145833333333,0.5555555555555556,0.1123550419325067,
2.7,0.084,0.57,8.92,0.0246636771300448,0.2222222222222222,0.0993158243213418,
2.6,0.073,0.58,8.13,0.030750307503075,0.4603174603174603,0.1054058123776539,
1.9,0.0579999999999999,0.85,8.97,0.0301003344481605,0.4736842105263157,0.1115376112864004,
2.3,0.106,0.55,7.88,0.0723350253807106,0.4166666666666667,0.1144520857386677,
1.6,0.054,0.62,5.68,0.0070422535211267,0.1792452830188679,0.1228971491890802,
2.1,0.042,0.87,5.609999999999999,0.0320855614973262,0.1584158415841584,0.1299879081015719,
2.05,0.063,0.84,9.39,0.0351437699680511,0.4814814814814814,0.1175690341251657,
2.7,0.104,0.78,8.12,0.0541871921182266,0.4705882352941176,0.1102955921870613,
5.6,0.06,0.76,7.49,0.0654205607476635,0.2148760330578512,0.1052737116502907,
2.0,0.104,0.72,9.58,0.0260960334029227,0.3809523809523809,0.0962222734516733,
1.8,0.0819999999999999,0.42,8.09,0.0271940667490729,0.7166666666666667,0.0924632408365913,
1.3,0.07,0.48,7.72,0.0077720207253886,0.4166666666666667,0.0985717159525246,
2.0,0.09,0.56,8.549999999999999,0.0035087719298245,0.35,0.0963952204036549,
2.6,0.087,0.68,7.760000000000001,0.0373711340206185,0.3611111111111111,0.110391891213809,
1.7,0.07,0.64,8.35,0.0,0.4117647058823529,0.0943216367814246,
5.8,0.111,0.55,10.64,0.0178571428571428,0.4342105263157895,0.0941148200804982,
3.4,0.61,2.0,9.72,0.102880658436214,0.463768115942029,0.0940376150460184,
1.7,0.07,0.5,6.989999999999999,0.0701001430615164,0.1543624161073825,0.1159040516024995,
2.0,0.06,0.74,5.42,0.044280442804428,0.38,0.1411717253201573,
1.4,0.057,0.45,6.5,0.0,0.5769230769230769,0.0955273107553696,
2.8,0.103,0.76,13.01,0.0415065334358186,0.4634146341463415,0.1130689720729645,
2.3,0.068,0.59,6.49,0.0,0.4545454545454545,0.1258913104781855,
2.2,0.0579999999999999,0.68,8.51,0.0470035252643948,0.6,0.1125221025558591,
2.1,0.089,0.55,7.43,0.0094212651413189,0.25,0.1044911082085803,
2.0,0.086,0.52,7.45,0.0161073825503355,0.15,0.1014259891544486,
2.4,0.092,0.71,8.535,0.0093731693028705,0.2439024390243902,0.098255464206938,
2.7,0.092,0.61,7.89,0.0621039290240811,0.4166666666666667,0.1012937518804533,
2.6,0.053,0.5,6.815,0.0146735143066764,0.4814814814814814,0.1197640949256255,
3.3,0.105,0.95,12.02,0.0440931780366056,0.336734693877551,0.0919080919080919,
2.1,0.068,0.67,7.789999999999999,0.0051347881899871,0.7037037037037037,0.098283055198973,
3.3,0.063,0.73,9.03,0.0420819490586932,0.5263157894736842,0.1206418144528893,
2.1,0.061,0.55,8.28,0.0060386473429951,0.4081632653061224,0.0972869966400882,
5.4,0.168,0.5,8.040000000000001,0.0211442786069651,0.5306122448979592,0.0952514638646025,
2.0,0.073,0.57,8.379999999999999,0.0023866348448687,0.5,0.0953049759229534,
2.2,0.049,0.93,8.08,0.0495049504950495,0.5671641791044776,0.1134538152610441,
2.1,0.068,0.64,7.1,0.0056338028169014,0.4285714285714285,0.0944249121044701,
2.4,0.086,0.53,10.48,0.0267175572519084,0.2040816326530612,0.0941978154123659,
2.3,0.091,0.56,10.01,0.0369630369630369,0.4347826086956521,0.1052251818892429,
3.1,0.109,0.85,12.33,0.0535279805352798,0.4347826086956521,0.104,
2.2,0.074,0.56,8.35,0.0419161676646706,0.3181818181818182,0.0922398235412071,
2.0,0.166,0.52,8.035,0.0,0.3636363636363636,0.1003935426873343,
2.3,0.065,0.53,10.37,0.0520732883317261,0.2692307692307692,0.1255890124684771,
4.0,0.094,0.5,9.41,0.0201912858660998,0.4347826086956521,0.1002134546584224,
2.0,0.073,0.43,8.08,0.0247524752475247,0.7727272727272727,0.0934729732446177,
1.8,0.09,0.57,11.67,0.0428449014567266,0.425531914893617,0.1052800449194858,
2.3,0.075,0.54,8.715,0.0252438324727481,0.1604938271604938,0.0952973276623063,
2.4,0.074,1.13,9.67,0.0548086866597724,0.3333333333333333,0.120457739409757,
1.5,0.08,0.73,9.66,0.0403726708074534,0.7454545454545455,0.1093806446433588,
2.3,0.059,0.56,7.439999999999999,0.0040322580645161,0.6666666666666666,0.1235932475884244,
2.2,0.063,0.51,10.91,0.0449129239230064,0.45,0.0982357658380112,
2.2,0.06,0.43,8.77,0.0296465222348916,0.4307692307692308,0.1014158047996786,
2.1,0.059,0.71,6.86,0.0932944606413994,0.4615384615384615,0.1125696021870665,
2.1,0.071,0.63,7.890000000000001,0.0342205323193916,0.56,0.1207389222038878,
2.6,0.084,0.71,7.74,0.0348837209302325,0.1538461538461538,0.1103974307507025,
2.1,0.074,0.62,6.66,0.0435435435435435,0.3265306122448979,0.0984153126192532,
2.0,0.07,0.66,7.609999999999999,0.0065703022339027,0.4285714285714285,0.1084751210301119,
2.3,0.0819999999999999,0.53,7.689999999999999,0.0026007802340702,0.2553191489361702,0.0972489573307667,
5.1,0.062,0.94,8.44,0.0402843601895734,0.3636363636363636,0.109284138760778,
1.8,0.157,1.05,8.48,0.0566037735849056,0.2941176470588235,0.0942261427425821,
2.2,0.118,0.53,8.9,0.0280898876404494,0.2368421052631578,0.0983777706392547,
2.1,0.102,0.48,8.705,0.0172314761631246,0.34375,0.1003975743946026,
2.0,0.062,0.73,7.57,0.0422721268163804,0.5357142857142857,0.1136020910827385,
2.7,0.1,0.67,8.24,0.0339805825242718,0.1894736842105263,0.0943206903471804,
2.6,0.095,0.77,13.1,0.0564885496183206,0.3214285714285714,0.108064838903342,
4.5,0.068,1.17,7.6,0.0394736842105263,0.1818181818181818,0.1020877955041335,
2.5,0.055,0.79,9.61,0.0520291363163371,0.48,0.1336414790996784,
1.7,0.077,0.6,7.16,0.0335195530726257,0.5294117647058824,0.1065540812223562,
4.3,0.083,0.53,8.62,0.0336426914153132,0.328125,0.0943377290700708,
2.0,0.074,0.65,8.01,0.0012484394506866,0.3421052631578947,0.0982475839114568,
2.0,0.086,0.6,8.24,0.0509708737864077,0.4210526315789473,0.1145199204387921,
8.3,0.051,0.55,6.89,0.0333817126269956,0.3076923076923077,0.1215836012861736,
2.8,0.079,0.54,9.73,0.0606372045220966,0.3,0.1202886928628708,
2.3,0.083,0.61,9.63,0.0539979231568016,0.6086956521739131,0.11327185244587,
1.7,0.07,0.57,8.52,0.0035211267605633,0.2857142857142857,0.1004268139593271,
1.5,0.085,0.78,7.4,0.0054054054054054,0.3877551020408163,0.0954006828680457,
2.2,0.048,0.88,5.77,0.0190641247833622,0.1797752808988764,0.1367855726509517,
1.5,0.08,0.73,9.66,0.0403726708074534,0.7454545454545455,0.1093806446433588,
1.4,0.0559999999999999,0.82,9.92,0.0473790322580645,0.375,0.1033151110888209,
2.4,0.083,0.6,8.31,0.0216606498194945,0.3,0.1023788015657934,
1.9,0.061,0.82,7.37,0.0027137042062415,0.6190476190476191,0.109559850837781,
2.3,0.075,0.54,8.715,0.0252438324727481,0.1604938271604938,0.0952973276623063,
6.4,0.073,0.82,10.62,0.0423728813559322,0.3846153846153846,0.1263031275060144,
1.5,0.08,0.73,9.66,0.0403726708074534,0.7454545454545455,0.1093806446433588,
2.2,0.077,0.59,8.08,0.0173267326732673,0.45,0.0983639466024289,
1.6,0.07,0.6,7.46,0.0093833780160857,0.2622950819672131,0.0933997509339975,
2.6,0.085,0.61,12.68,0.0425867507886435,0.296875,0.105,
1.8,0.066,0.68,7.57,0.0,0.6538461538461539,0.0992381716118684,
1.7,0.054,0.8,8.1,0.0432098765432098,0.4666666666666667,0.1196484948420438,
4.3,0.085,0.68,13.47,0.03637713437268,0.1276595744680851,0.1267338588963177,
1.9,0.068,0.57,8.02,0.0062344139650872,0.5714285714285714,0.1154502559983937,
2.6,0.085,0.8,10.31,0.0455868089233753,0.4242424242424242,0.1050367628670034,
3.4,0.102,0.71,10.49,0.0066730219256434,0.4507042253521127,0.0979853022046692,
